Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	CPA	Time
1	15328	True	13	98	0	2	1	model-15328.graphml	UNSCHED	0.30274887899997793
1	15329	True	13	98	0	2	1	model-15329.graphml	UNSCHED	0.15785296700005347
1	15330	True	13	98	0	2	1	model-15330.graphml	UNSCHED	0.26673989200003234
2	15331	True	13	50	0	2	1	model-15331.graphml	UNSCHED	4.377871124999956
2	15332	True	13	50	0	2	1	model-15332.graphml	UNSCHED	6.95772754699999
2	15333	True	13	50	0	2	1	model-15333.graphml	UNSCHED	1.797265558999925
2	15334	True	13	50	0	2	1	model-15334.graphml	UNSCHED	7.439460879999956
2	15335	True	13	50	0	2	1	model-15335.graphml	UNSCHED	3.470007549999991
2	15336	True	13	50	0	2	1	model-15336.graphml	UNSCHED	5.155463160999943
2	15337	True	13	50	0	2	1	model-15337.graphml	UNSCHED	4.475336391999917
2	15338	True	13	50	0	2	1	model-15338.graphml	UNSCHED	12.836387060999982
2	15339	True	13	50	0	2	1	model-15339.graphml	UNSCHED	3.3292585640000425
2	15340	True	13	50	0	2	1	model-15340.graphml	UNSCHED	9.695544670000004
2	15341	True	13	60	0	2	1	model-15341.graphml	UNSCHED	4.032966963000035
2	15342	True	13	60	0	2	1	model-15342.graphml	UNSCHED	0.3353767109999808
2	15343	True	13	60	0	2	1	model-15343.graphml	UNSCHED	4.487714286000028
2	15344	True	13	60	0	2	1	model-15344.graphml	UNSCHED	10.52367756700005
2	15345	True	13	60	0	2	1	model-15345.graphml	UNSCHED	2.3313074099999085
2	15346	True	13	60	0	2	1	model-15346.graphml	UNSCHED	3.1183104720000756
2	15347	True	13	60	0	2	1	model-15347.graphml	UNSCHED	0.5903911260000996
2	15348	True	13	60	0	2	1	model-15348.graphml	UNSCHED	1.19159760499997
2	15349	True	13	60	0	2	1	model-15349.graphml	UNSCHED	2.513917472000003
2	15350	True	13	60	0	2	1	model-15350.graphml	UNSCHED	1.66039798099996
2	15351	True	13	70	0	2	1	model-15351.graphml	UNSCHED	2.4051604839999072
2	15352	True	13	70	0	2	1	model-15352.graphml	UNSCHED	1.2059286869999823
2	15353	True	13	70	0	2	1	model-15353.graphml	UNSCHED	0.9765041829999745
