Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	Mixed	Time
1	350	False	13	98	0	2	2	model-350.graphml	SCHED	0.03408293700000087
2	351	False	13	50	0	2	2	model-351.graphml	SCHED	0.02967167500000123
2	352	False	13	50	0	2	2	model-352.graphml	SCHED	0.02923387000000055
2	353	False	13	50	0	2	2	model-353.graphml	SCHED	0.029071476000000374
2	354	False	13	50	0	2	2	model-354.graphml	SCHED	0.029471007000001492
2	355	False	13	50	0	2	2	model-355.graphml	SCHED	0.029110932000000034
2	356	False	13	50	0	2	2	model-356.graphml	SCHED	0.029729978000000656
2	357	False	13	50	0	2	2	model-357.graphml	SCHED	0.029302210000000883
2	358	False	13	50	0	2	2	model-358.graphml	SCHED	0.029613019999999324
2	359	False	13	50	0	2	2	model-359.graphml	SCHED	0.02943224000000022
2	360	False	13	50	0	2	2	model-360.graphml	SCHED	0.02921015600000132
2	361	False	13	60	0	2	2	model-361.graphml	SCHED	0.02933217700000057
2	362	False	13	60	0	2	2	model-362.graphml	SCHED	0.029048722000000637
2	363	False	13	60	0	2	2	model-363.graphml	SCHED	0.029716123999998345
